Date,Close,High,Low,Open,Volume
2022-12-31,1627.13051199,1741.99492503,1439.96473535,1548.67842583,42213838450.86744
2023-01-01,1693.72610101,1806.45765761,1561.9024437,1631.101576,38851338748.57172
2023-01-02,1717.4175554,1843.82612979,1609.90222727,1688.9987725,38189290688.65086
2023-01-03,1744.11606739,1867.62014499,1622.78162545,1700.3763925,40053031846.95067
2023-01-04,1830.69132885,1940.59198272,1615.59256119,1729.64636842,44796726848.337944
2023-01-05,1926.30014407,2030.26715818,1717.97951356,1817.27327825,46661955519.60509
2023-01-06,2032.48587551,2190.93051585,1832.48065773,1911.3199612,48130347102.285446
2023-01-07,2071.24411993,2232.08915731,1868.45346094,2022.20620781,47644845041.43333
2023-01-08,2113.46347774,2270.94813621,1979.84510668,2066.25209916,48478887124.560074
2023-01-09,2145.52589758,2255.95472568,2019.79713258,2112.03303208,47864737394.71567
2023-01-10,2156.73715946,2223.76437802,2048.80146761,2142.06289849,46931102997.44397
2023-01-11,2155.08816596,2273.44959459,2089.81514125,2145.81065786,44938202193.84461
2023-01-12,2168.2415967,2286.78883208,2092.34194851,2151.92180699,43880684827.81784
2023-01-13,2202.04671183,2307.19370306,2040.63773456,2165.94729822,42594689370.34799
2023-01-14,2267.73824459,2386.87560696,2104.86238454,2207.1458768,40083045911.4381
2023-01-15,2379.47827352,2495.6164265,2210.5761911,2277.94760306,37883156782.64098
2023-01-16,2439.80111786,2596.00259589,2236.81922807,2375.67190077,38410423583.937
2023-01-17,2502.27349304,2579.84729538,2313.70914827,2424.62670665,37633614341.290924
2023-01-18,2474.97443272,2668.24757209,2379.58650154,2483.98427982,38973481384.68201
2023-01-19,2395.47545649,2572.78250952,2189.39966599,2452.25736564,42482629951.72972
2023-01-20,2338.39318578,2550.51093879,2153.21412486,2385.31708441,41323690504.57479
2023-01-21,2227.62683877,2477.47864732,2080.06610436,2333.83120668,41530409853.09651
2023-01-22,2180.50884139,2432.53780012,1923.78782286,2232.93742645,57948398653.63879
2023-01-23,2090.83019046,2326.84230883,1949.77651563,2187.4334369,55651033505.53113
2023-01-24,2052.44741027,2296.05504754,1933.02273138,2097.33692212,55285883165.481705
2023-01-25,2107.10597773,2256.54028693,1950.74497385,2065.85621064,54433355538.4745
2023-01-26,2139.81271251,2306.28066903,1968.72723015,2120.89457305,48552921317.92265
2023-01-27,2227.54900912,2333.74600885,2006.71374708,2150.82471166,46627376005.12841
2023-01-28,2209.52760123,2329.65758184,2041.0138418,2247.68887871,46729882776.12954
2023-01-29,2215.55067332,2363.17150211,2126.62708214,2225.40103482,29392764266.083164
2023-01-30,2211.2136604,2348.21768534,2081.95324994,2225.1282141,27983975408.728554
2023-01-31,2276.95737451,2383.75976329,2105.98751084,2211.8986329,27863844507.307068
2023-02-01,2370.72516273,2498.77142963,2198.99355929,2283.08903458,27671367597.70076
2023-02-02,2467.27436305,2589.65818626,2326.2924913,2385.77776349,27257717726.273758
2023-02-03,2512.4474659,2618.28036761,2356.51679097,2478.58673774,28343242604.230934
2023-02-04,2561.42350818,2701.38896514,2451.72701074,2532.58832739,28960838955.81076
2023-02-05,2553.24830819,2686.66761148,2433.51070659,2559.16246424,28613806314.50211
2023-02-06,2621.524852,2761.73418266,2426.62825411,2551.06238578,31278545324.213795
2023-02-07,2628.32288566,2735.30088608,2546.26493996,2619.47368547,31312945936.1893
2023-02-08,2618.5649619,2698.2215971,2441.17198943,2620.09280569,32050745397.547596
2023-02-09,2548.58781921,2731.48394031,2401.5882956,2634.26335066,33417221321.592422
2023-02-10,2541.45696038,2695.48588268,2430.69238883,2559.45653213,33365713534.355923
2023-02-11,2555.61428395,2682.53917915,2422.02346786,2545.95888164,32982819183.45348
2023-02-12,2578.13987184,2675.58352301,2449.81297614,2559.24175555,31906805904.4238
2023-02-13,2570.42574227,2679.60854978,2444.7215347,2562.81208653,31427143677.333866
2023-02-14,2566.33053998,2637.57450256,2485.71693681,2552.12815607,32239542710.957817
2023-02-15,2515.08042866,2644.38741495,2419.3686954,2561.46082978,31361707841.061115
2023-02-16,2452.48738043,2622.7854851,2378.70809639,2505.96461426,30443493549.66905
2023-02-17,2369.62931248,2532.96397506,2274.46701388,2438.70584868,31434653222.52602
2023-02-18,2307.51691005,2454.20378235,2209.67074929,2370.50318991,32383655470.111874
2023-02-19,2316.91566817,2432.08250657,2234.6468188,2318.97944759,31965934820.136936
2023-02-20,2386.32500416,2481.79364231,2189.36647135,2329.73996904,30687878112.85308
2023-02-21,2480.33486246,2610.7448224,2326.23000682,2392.43016665,30693849944.98617
2023-02-22,2559.60304786,2697.64372956,2422.37860342,2483.01523059,29192210805.07529
2023-02-23,2631.54304983,2741.08353851,2465.09013326,2554.47350327,29607194746.07731
2023-02-24,2710.5282764,2815.6818017,2514.67612142,2618.42550445,29277959574.09207
2023-02-25,2752.79757736,2839.32289748,2619.62538703,2690.48660554,30112706761.593983
2023-02-26,2805.20918967,2907.00917136,2634.77060019,2731.57709417,30728239972.856388
2023-02-27,2820.14770081,2905.47431126,2663.83734593,2778.83167742,32767896850.774086
2023-02-28,2850.60130468,2912.46040053,2717.17958623,2784.82463811,33271970134.324505
2023-03-01,2838.3104014,2964.57204317,2691.24843731,2826.01193171,33964283468.08517
2023-03-02,2856.25542828,2958.02682876,2729.44308384,2822.27838073,35575219016.77302
2023-03-03,2805.19799224,2983.64999819,2670.88479018,2861.15803667,36135405373.440765
2023-03-04,2802.2392552,2878.73051987,2723.33921506,2802.24734545,36097834102.21405
2023-03-05,2805.46035787,2936.81414877,2682.06876292,2802.93271066,33797679681.93087
2023-03-06,2861.21060508,2941.67831623,2674.21371705,2809.0516069,33547554660.118595
2023-03-07,2892.90749324,2989.19347029,2790.64726605,2861.41557644,33543469032.230186
2023-03-08,2915.38597584,3026.83312209,2838.67437889,2900.59943354,32965906692.70886
2023-03-09,2970.89140665,3061.85189742,2852.25689268,2929.11008008,34298677433.51159
2023-03-10,3023.55933649,3168.6452907,2918.59905095,2984.78491244,33563917430.053722
2023-03-11,3103.4668885,3186.10440432,2887.2205792,3031.45889741,33326857463.170002
2023-03-12,3096.52239426,3248.50198836,2965.25157318,3105.66459822,35601311163.95141
2023-03-13,3037.30450554,3251.91026385,2906.28556488,3083.34350624,37023541453.26045
2023-03-14,2937.413403,3181.40407966,2730.7249068,3019.04200234,42063136412.455795
2023-03-15,2864.81443799,3111.52911508,2656.47560766,2917.77216323,43586056227.20452
2023-03-16,2848.95445309,3009.39813879,2621.7975475,2839.1776902,43025141039.764244
2023-03-17,2835.63883364,3039.88918554,2685.05482609,2834.21997022,42756924761.743576
2023-03-18,2860.85208237,3116.17757648,2669.51691311,2836.51583728,43681577680.79341
2023-03-19,2829.90962022,3063.23339003,2678.85603293,2852.42327049,46155895416.218124
2023-03-20,2796.91220328,3072.23920147,2637.32919296,2826.46378246,47753594773.50487
2023-03-21,2781.98863548,2976.82231813,2620.41820117,2784.2348462,43551606997.3241
2023-03-22,2871.0564922,3070.0785341,2639.51611079,2769.56233483,43330650204.23865
2023-03-23,3005.71762949,3152.13811424,2708.85430565,2854.50147409,41070142521.9835
2023-03-24,3121.50363542,3302.74712884,2855.69336298,2999.05095527,38751720588.30659
2023-03-25,3144.53838037,3330.50260604,2988.46899268,3108.89508082,35501550072.31485
2023-03-26,3186.99705265,3333.29200352,3050.50254156,3146.14639948,31493787014.624077
2023-03-27,3275.58533318,3370.37730848,3080.49252821,3185.47846118,30210912214.288353
2023-03-28,3371.9671548,3490.69446476,3157.43682673,3266.96731726,30907503440.738308
2023-03-29,3497.76219273,3646.93417715,3210.90992057,3350.52209388,31570104755.57738
2023-03-30,3505.24740722,3695.41790862,3320.26337986,3484.17814498,34635807045.41422
2023-03-31,3610.07022462,3727.08754102,3386.76894534,3506.02043594,36362096777.85386
2023-04-01,3608.61960641,3725.72505542,3508.36735748,3614.12081521,38192680998.83679
2023-04-02,3684.52029982,3836.96104544,3503.14106908,3639.9331501,40439120485.354095
2023-04-03,3747.36221765,3860.6780184,3610.30674501,3726.93770792,42826830950.22452
2023-04-04,3814.19997393,4022.48313117,3638.06360773,3775.68440359,46085660954.08345
2023-04-05,3854.87581453,4004.05290659,3614.83578795,3831.57490734,47675906067.074265
2023-04-06,3852.60992068,4054.71577161,3721.49693108,3874.38316229,46290234947.8909
2023-04-07,3704.59791407,4019.56442267,3533.02757886,3855.93186816,46476009780.531685
2023-04-08,3576.69969135,3936.26979886,3324.62112969,3722.11585846,48043346555.0155
2023-04-09,3475.34497101,3903.61228361,3256.66131009,3593.91123275,48056775120.63423
2023-04-10,3432.25120028,3712.48478986,3290.9710624,3491.0073192,47793029166.17929
2023-04-11,3420.95316807,3615.62077857,3227.42198975,3452.10459472,46628949889.866776
2023-04-12,3302.61409483,3649.46210839,2992.93474739,3456.42222116,46814156563.78368
2023-04-13,3301.65059347,3647.19575848,3144.04478531,3330.27176262,46385982197.44439
2023-04-14,3084.84332487,3683.50256764,2815.64594001,3321.08152337,48057154504.553024
2023-04-15,3068.86086531,3328.30400915,2734.57662742,3114.74912674,46799529404.49795
2023-04-16,2905.05786412,3420.25366731,2681.52122729,3101.56648269,49580352091.23685
2023-04-17,2870.81628043,3110.31808369,2551.02055974,2925.01418248,50435130778.82013
2023-04-18,2612.04120433,3201.23042474,2412.29376138,2885.65921477,50808982832.98725
2023-04-19,2618.18056279,2814.23045156,2394.95701269,2623.9561502,51085501410.53751
2023-04-20,2667.23058904,2975.37174929,2423.04107025,2630.45329658,53098145394.39018
2023-04-21,2873.81951945,3201.2761469,2350.35095553,2663.94330489,47585296158.611534
2023-04-22,2899.20117904,3071.54476091,2678.46875525,2855.64821688,43049588242.45023
2023-04-23,2825.14937323,3080.56385419,2678.57129026,2876.44780731,40415241129.72804
2023-04-24,2638.82639718,2936.65274575,2387.52424473,2798.98086608,38849498279.03526
2023-04-25,2527.18119235,2772.88614424,2398.41646711,2614.54811768,35067918175.60098
2023-04-26,2590.73973872,2719.19940427,2270.15903321,2515.3569696,32395572452.641296
2023-04-27,2674.26591211,2836.53897288,2365.59179992,2580.11675729,30334578972.30664
2023-04-28,2771.63307546,3019.18291146,2485.30801572,2667.88005001,28489873749.50321
2023-04-29,2844.19717141,2952.36305206,2559.99356258,2754.79268268,28292553554.310028
2023-04-30,2895.38775113,3115.00897071,2629.65249508,2826.64069815,27167714722.18432
2023-05-01,2888.57052388,2998.97065105,2773.29029767,2887.93459204,26798586228.922615
2023-05-02,2833.41414637,3049.25646826,2619.66752035,2889.00878345,26938544175.685577
2023-05-03,2769.72767827,2981.13049485,2557.93659967,2826.55100265,26034125420.71448
2023-05-04,2721.56808531,2988.29641836,2507.59037652,2766.26318007,26716415120.47044
2023-05-05,2733.4881758,2864.17671151,2555.87143831,2739.95999127,29295885846.52881
2023-05-06,2768.28069725,2886.5444138,2587.7550111,2747.17415771,29732883271.512505
2023-05-07,2782.6694625,2981.65159983,2601.32819444,2771.95955648,27928453404.35029
2023-05-08,2704.02671394,2964.37398183,2611.5209346,2783.75061667,27414816757.15254
2023-05-09,2738.44581094,2903.64691956,2564.53317807,2705.68703596,28701580023.67385
2023-05-10,2818.95901336,2901.10726319,2599.13883609,2738.25802045,28867013976.722233
2023-05-11,2939.3776739,3039.74907628,2685.27938939,2818.50467291,27671025681.542233
2023-05-12,2916.62144823,3077.55902128,2811.65165779,2924.17243886,27019749232.27381
2023-05-13,2865.89367952,3023.46924924,2751.11798863,2895.47910904,25671201349.516296
2023-05-14,2736.7937393,2971.63180055,2615.88924762,2848.81478987,25052909152.785717
2023-05-15,2656.48083291,2812.50415504,2558.37236527,2722.97852153,24500037526.641987
2023-05-16,2586.99315412,2732.4604788,2437.08400896,2641.15923333,24284813987.503033
2023-05-17,2438.13187571,2762.96183861,2284.34681484,2574.19977359,25490143921.36668
2023-05-18,2324.76027006,2615.54371032,2232.69908388,2429.60962769,27048524823.445347
2023-05-19,2265.32919361,2436.13711133,2170.25928435,2325.90264918,27739278251.68892
2023-05-20,2336.23395033,2562.09725074,2077.95044599,2265.37745944,27605001031.38324
2023-05-21,2329.19502617,2528.67433059,2164.38862548,2339.53467735,27583587601.98977
2023-05-22,2289.40643773,2454.1843447,2107.65636027,2327.24788823,28070218497.775883
2023-05-23,2305.33289323,2424.73832188,2196.46279516,2292.55518955,27838698075.964386
2023-05-24,2407.53009672,2552.85207988,2237.28981164,2310.74252746,26339896737.398
2023-05-25,2528.55613533,2641.32200124,2310.07607024,2419.0628641,24814135359.86308
2023-05-26,2606.86471876,2725.02805145,2415.2698595,2543.95461014,24102140734.129868
2023-05-27,2618.23405724,2751.56166098,2468.78750339,2624.14287872,24780394447.148445
2023-05-28,2614.50236038,2709.39906075,2480.35291992,2630.34731439,24716541576.029945
2023-05-29,2617.10340451,2764.05335704,2516.1424515,2625.81573438,23727500893.070583
2023-05-30,2681.38731031,2771.60282531,2510.96619047,2635.3384713,23021389136.514793
2023-05-31,2680.30422415,2777.6495492,2617.90877325,2689.27991567,22359275747.257633
2023-06-01,2698.86072176,2799.852554,2588.60468295,2680.32615305,22396921171.27401
2023-06-02,2707.70158586,2803.56064912,2583.22823685,2700.59108556,21270896707.6996
2023-06-03,2699.81299549,2811.06417013,2605.66940517,2712.93919709,20531855796.92231
2023-06-04,2671.64653742,2810.78450442,2533.09657596,2695.94249249,19649260097.228638
2023-06-05,2633.73953907,2788.92089939,2562.86777697,2668.07485813,19461817588.108753
2023-06-06,2656.28132216,2765.39156099,2569.75049397,2630.23229852,19649467965.22298
2023-06-07,2618.39755843,2746.53306611,2526.62893669,2633.03295311,18987943484.85166
2023-06-08,2570.85412731,2661.27238174,2471.01002163,2599.19751175,18227228798.15009
2023-06-09,2526.54688069,2629.55658573,2459.75693445,2555.30001606,17285748507.23605
2023-06-10,2478.89139423,2604.94790745,2372.21771206,2513.6648904,16140043980.413837
2023-06-11,2440.37042222,2539.92856627,2374.39981619,2481.69677766,15464730963.48638
2023-06-12,2391.27347583,2530.80223428,2295.70398081,2432.05727017,15173806830.67454
2023-06-13,2391.11856214,2460.57269455,2294.53029613,2378.26240552,15051291680.761469
2023-06-14,2372.31540126,2437.02627541,2301.66806137,2359.49964706,14886850049.724686
2023-06-15,2326.99123448,2404.28422705,2241.83515826,2344.79459636,15018305940.552397
2023-06-16,2346.69901093,2420.93235985,2201.10200053,2303.52267216,15446910219.27528
2023-06-17,2414.89483889,2499.82106713,2230.00350547,2324.75984878,16189558072.106792
2023-06-18,2539.08026319,2650.00976741,2331.00860637,2407.32453297,16136898646.620338
2023-06-19,2595.35882306,2702.61505489,2470.56523444,2540.75867716,16071071554.38309
2023-06-20,2647.33145322,2724.82197093,2469.71688106,2597.35276648,15904007582.258238
2023-06-21,2695.28625995,2769.01309537,2540.01900424,2645.42288306,18139907752.35129
2023-06-22,2766.45428407,2896.32399323,2577.94889308,2703.50946509,19464250865.61362
2023-06-23,2825.22406865,2894.60008987,2657.25023366,2772.59322866,19694427454.29468
2023-06-24,2886.07740121,3001.1065064,2681.77183845,2821.83480088,20057152361.133892
2023-06-25,2956.49507211,3081.7879456,2778.17913906,2866.14440572,20811931811.530815
2023-06-26,3047.73198066,3162.3340191,2832.49478962,2936.6139608,21433496768.26327
2023-06-27,3091.14059137,3237.58275851,2915.29443244,3040.41083173,21803494319.197475
2023-06-28,3084.13812169,3238.35667396,3004.24894972,3110.20137778,19528718792.830673
2023-06-29,3034.59698191,3265.73094579,2948.15016109,3099.06637905,19175024262.869728
2023-06-30,3074.06044016,3227.02362996,2908.09628278,3037.48441882,19068532965.064236
2023-07-01,3150.71555749,3255.81264179,2893.98563015,3063.50488879,20499644673.69311
2023-07-02,3298.26857801,3418.11436741,2987.20536671,3148.68816822,20786353153.94486
2023-07-03,3446.88540521,3593.73339631,3175.09366315,3276.30620479,22760467977.283623
2023-07-04,3523.91550589,3678.0097624,3211.65168075,3436.31084039,23249223021.20068
2023-07-05,3607.69026785,3784.41906765,3406.83782995,3525.89275719,24301792144.891647
2023-07-06,3622.07339053,3741.92764682,3495.10060777,3614.7173245,24566080418.53358
2023-07-07,3688.45722156,3795.42025807,3440.37049076,3624.57998715,25948171717.362213
2023-07-08,3675.9021499,3824.36039993,3507.61534052,3697.66478193,25876977124.74953
2023-07-09,3790.04858166,3959.53029484,3490.13109424,3684.98354863,25629869773.91654
2023-07-10,3862.46604116,4016.16867185,3623.87886337,3786.74918663,24871114824.841305
2023-07-11,4013.98021566,4229.87529883,3714.649939,3884.95925472,25383316578.656322
2023-07-12,4028.73590542,4163.69099962,3880.38578955,4026.57116788,23494777625.293808
2023-07-13,4023.37698334,4218.64028777,3864.45959989,4049.15238756,22994020175.281525
2023-07-14,4004.4314689,4244.02501765,3767.41918862,4004.6104872,22340520568.29145
2023-07-15,4063.04143232,4288.82570556,3759.67839368,4008.31326398,21847847606.4016
2023-07-16,4223.39418271,4431.07360405,3920.06202832,4086.88215772,21434589186.385246
2023-07-17,4322.71372894,4511.54923155,4080.49866464,4242.4214031,21834368464.85129
2023-07-18,4346.31699373,4447.42113212,4218.35938276,4345.77366006,20749186520.28811
2023-07-19,4322.42444906,4550.26894328,4206.13881934,4372.20257157,20931677884.713623
2023-07-20,4256.22613258,4481.77239081,4084.42264427,4332.00756696,20818122937.355896
2023-07-21,4217.40506975,4408.80137272,4138.18804552,4271.45376317,20909338855.02565
2023-07-22,4109.97692241,4364.21047978,3977.57036545,4216.78549636,20814467050.288208
2023-07-23,4170.3875049,4315.36369304,3891.06727713,4100.76715978,20970107007.611076
2023-07-24,4201.56192979,4336.12419211,4008.62340297,4179.82791912,19907897632.651985
2023-07-25,4257.18441797,4440.21621097,4077.5708256,4223.02796337,20645860583.123375
2023-07-26,4256.79971166,4432.46726417,4113.47581567,4262.97197941,20522483804.73681
2023-07-27,4266.22443372,4373.0774311,4138.51643915,4250.210584,20211591149.98562
2023-07-28,4375.20967942,4533.36536057,4120.74535078,4251.63173654,20866538324.792507
2023-07-29,4537.54541581,4788.57572538,4252.04588485,4375.20464807,20999833166.362274
2023-07-30,4771.14662196,4972.1913007,4372.0242125,4521.66033503,22190540790.12882
2023-07-31,4866.69409997,5055.47798217,4618.50491814,4764.5762155,23193969889.541298
2023-08-01,4964.72567137,5163.29420453,4724.20815983,4874.38897278,23663029912.795834
2023-08-02,5043.83376408,5247.98246876,4868.63681289,4969.07967584,25185708185.654694
2023-08-03,5003.01470595,5346.42019526,4670.87537339,5064.98237689,28123640856.72236
2023-08-04,4925.51842393,5354.72398752,4739.79655816,5013.41916204,29407645942.35515
2023-08-05,4783.77324162,5124.9904113,4536.81535081,4929.51416891,28931149294.8193
2023-08-06,4734.39241071,5175.80814557,4342.61304473,4770.32157375,27890187371.031578
2023-08-07,4678.23220565,5134.96697553,4473.94959582,4741.26281013,27740790684.813526
2023-08-08,4662.10714409,4879.84290597,4459.14441622,4670.77301955,27675040092.852604
2023-08-09,4669.41248215,4884.1499004,4414.19345538,4662.23939533,27026824325.476105
2023-08-10,4692.57598781,4844.00874872,4465.35656733,4668.34631154,24281782110.417957
2023-08-11,4733.13954243,4895.87417559,4544.91837772,4674.48146731,22403300125.947876
2023-08-12,4798.48026338,4935.99129698,4501.06637246,4709.36094699,21558786154.702354
2023-08-13,4773.19034658,4920.80067224,4560.76269974,4803.62501819,20439071521.301773
2023-08-14,4747.20193492,5018.12273705,4594.18025503,4780.39750093,19901109053.360634
2023-08-15,4694.5112503,4860.39125889,4596.36692733,4735.8106287,19801272298.506218
2023-08-16,4527.29401438,4906.27573976,4408.27278932,4691.07938217,20371301333.173805
2023-08-17,4219.07209212,4720.14536249,3944.86253786,4522.49654083,21908581281.500465
2023-08-18,4141.4082643,4497.69964352,3926.7948611,4266.72399666,23268982101.18309
2023-08-19,4254.9543076,4474.12956763,4012.90352168,4180.62216754,23162406256.971836
2023-08-20,4368.55193893,4608.3125516,4005.89884862,4279.50269353,24146003327.778717
2023-08-21,4307.33016066,4659.53237256,4013.76190818,4409.16689805,24631380270.30837
2023-08-22,4246.30911148,4590.30755004,4121.2399951,4309.60966313,25522802762.67687
2023-08-23,4234.20234964,4420.17507219,4116.57521938,4249.39631229,23989298058.514294
2023-08-24,4199.8384219,4520.89038271,4028.66600203,4266.06799712,22449509725.536865
2023-08-25,4168.69296396,4388.63571546,4003.06179821,4221.83563238,21840420598.598602
2023-08-26,4247.21815992,4421.36291343,4005.35711419,4159.77892593,22009936583.47299
2023-08-27,4524.29381686,4670.5810982,4008.50272439,4234.52127197,22390783011.641273
2023-08-28,4796.51084865,4923.58369356,4419.67292285,4537.18225542,21782046562.228386
2023-08-29,5030.89756056,5274.39749322,4653.27283356,4813.07215644,21066000774.37777
2023-08-30,5088.20743949,5292.23612363,4860.70734184,5029.15480909,20992386723.364197
2023-08-31,5191.98717083,5365.07882961,4916.04309649,5074.68218494,21141993727.713566
2023-09-01,5312.06491391,5523.68504452,5007.4709297,5171.4654846,22183977882.290417
2023-09-02,5425.92873884,5569.31977159,5101.08275231,5303.03316071,21885001061.43713
2023-09-03,5483.69799225,5699.10824687,5294.34823933,5444.42307658,21158421315.33201
2023-09-04,5476.12781368,5664.15726027,5276.32328125,5517.91552077,20547934296.289852
2023-09-05,5437.55795081,5739.87899396,5314.40206435,5510.49566589,21348540672.21015
2023-09-06,5462.98310485,5591.57828646,5273.97201135,5437.80915891,21569683463.887302
2023-09-07,5456.11092925,5576.28648647,5286.92841207,5437.78173677,21552790474.15283
2023-09-08,5532.58721397,5734.46108743,5270.04895982,5447.41686742,21098084970.81966
2023-09-09,5583.37901631,5719.78102102,5373.42873486,5499.92149484,21282790874.761894
2023-09-10,5759.89283916,6035.02897716,5288.30410873,5554.24682014,22855814046.891315
2023-09-11,5880.16056992,6089.77799545,5502.93383271,5743.48450858,24248652099.452553
2023-09-12,6002.88323823,6159.71874648,5601.34268493,5844.18504129,23678232253.461666
2023-09-13,5951.97831302,6100.65934861,5703.41625612,5953.81862254,23451907374.520473
2023-09-14,5990.67729282,6240.34557084,5779.6393291,5913.53118225,22635316170.100067
2023-09-15,6141.23945981,6348.28586474,5785.99890769,5972.21468329,22247907873.96254
2023-09-16,6268.27352587,6574.37045224,5953.00322847,6149.86113398,24207666884.06849
2023-09-17,6297.42516196,6472.34423842,5960.66817335,6288.19165806,22998071566.403065
2023-09-18,6229.21158731,6641.9466749,6045.50785409,6314.05669965,22085631305.644405
2023-09-19,6211.13434976,6478.24861664,6017.1041328,6225.28140871,22041819883.933628
2023-09-20,6331.22356476,6596.0354375,5922.95041844,6184.91485458,21712717573.73301
2023-09-21,6293.12175604,6493.26572211,6147.6019696,6299.85806792,21201885409.268044
2023-09-22,6190.82298232,6422.95457715,5934.29592392,6278.76841438,21699927217.775574
2023-09-23,6143.08188308,6517.60854131,5945.61438422,6187.52689046,22106078678.7432
2023-09-24,6231.2135236,6569.18165253,5827.11221588,6095.47933331,21736525192.89974
2023-09-25,6373.40850856,6578.48833575,5890.58890026,6177.86438964,21409366024.016182
2023-09-26,6376.79184928,6677.7037339,6117.52561875,6359.35246143,22368752551.23356
2023-09-27,6346.88647752,6511.14840132,6197.44177256,6368.01220022,23002336152.067455
2023-09-28,6471.99788855,6608.03643877,6191.25196874,6308.85503981,23096020354.597782
2023-09-29,6664.49467519,6805.73712728,6363.20980989,6496.27609037,21790576210.77847
2023-09-30,6836.94324342,7043.12059661,6533.18586514,6682.56981983,20574199404.49855
2023-10-01,6854.85173989,6999.36295371,6627.17346301,6860.0472255,19977404019.6361
2023-10-02,6904.9904683,7097.4161227,6697.62708152,6881.81050529,20506223347.019405
2023-10-03,7025.71786244,7155.85526605,6773.71650021,6916.4735804,19512354042.334408
2023-10-04,7297.69406045,7506.99528156,6883.55814887,7016.5897293,19927816977.357285
2023-10-05,7470.3633762,7694.76400468,7108.36854697,7344.77460995,20548746864.873264
2023-10-06,7527.43309159,7796.08344384,7366.44264859,7532.73935446,20268577404.90057
2023-10-07,7460.46479646,7773.02300451,7268.31271176,7596.22723597,20999905881.0844
2023-10-08,7411.67880629,7829.69867974,7170.3238665,7526.64922937,21055179467.086887
2023-10-09,7424.52807696,7620.50725293,7284.16599644,7434.96560076,21393662023.833378
2023-10-10,7439.17990259,7754.41706815,7132.146557,7475.22115693,21535381938.339226
2023-10-11,7431.91490279,7658.62834225,7299.80215025,7455.32198786,21316068128.482098
2023-10-12,7250.26327957,7683.07081482,6962.62706558,7451.37841546,22206341848.75138
2023-10-13,7091.94801405,7385.1335828,6831.7938278,7222.90308769,20565814938.914036
2023-10-14,6843.40640778,7388.28208757,6489.74925556,7021.21811675,20863388303.59234
2023-10-15,6886.40370968,7306.50448061,6454.64785229,6799.84175001,21359440856.328102
2023-10-16,6931.16315976,7276.58616037,6469.03224555,6834.02368326,21453017030.69259
2023-10-17,7108.46774053,7456.11768148,6613.04460359,6843.36744225,21976349997.582577
