,Date,Close,High,Low,Open,Volume
104,2023-03-11,209.43761365,221.30584107,202.06799970,205.29562282,38499861863.43617249
105,2023-03-12,223.68021524,233.27332764,213.26588598,221.34207504,67638699040.63800812
106,2023-03-13,237.51261518,239.76214853,226.33892292,235.81443551,57091004904.87392426
107,2023-03-14,220.26013011,228.77714276,218.58855039,221.39964250,33411837742.69712067
108,2023-03-15,235.33952166,236.98182437,227.50168864,234.38487005,47436988776.83193207
109,2023-03-16,211.55828749,218.57271659,206.12652060,208.61802269,159777144412.67324829
110,2023-03-17,195.13453061,198.41413197,194.64058347,196.12630738,87931606760.59443665
111,2023-03-18,178.73425959,179.87952324,174.06687004,175.24849373,103104409899.72631836
112,2023-03-19,183.95091469,199.61326290,179.57555056,186.47168940,51085944466.00106812
113,2023-03-20,178.32463601,182.09508892,159.74403744,171.12909954,69740246186.14047241
114,2023-03-21,163.98560186,173.53368366,163.03971708,165.55455033,116081095517.92684937
115,2023-03-22,164.42944301,181.80201509,159.54686656,163.30026581,42029543116.07055664
116,2023-03-23,150.25730963,151.41540447,149.16381514,151.16658645,71378208653.32250977
117,2023-03-24,143.71797184,144.40903694,137.04852040,141.86995196,14507890126.18589973
118,2023-03-25,139.81738059,147.51813697,137.97585446,138.48451869,18357433052.90649033
119,2023-03-26,132.99273490,144.37435317,129.43026689,129.93503416,84293784067.43132019
120,2023-03-27,121.71574820,122.29659565,121.06885448,122.22688940,37470053380.39194489
121,2023-03-28,109.04960830,116.44533812,105.57924227,109.26950943,37900063099.34575653
122,2023-03-29,120.11027570,125.56288920,117.45146651,121.03582982,26519459540.41719818
123,2023-03-30,100.12210868,107.97981646,98.25264448,100.71630477,57308053716.77172852
124,2023-03-31,102.77431854,107.22923303,98.25475887,101.04488152,82582136661.96296692
125,2023-04-01,95.73855153,101.77051242,93.92982002,96.38201553,31064542903.41807175
126,2023-04-02,89.95096608,96.35978203,88.32026509,90.49775887,22189226929.60024643
127,2023-04-03,76.88334041,79.67392354,75.73113220,76.80914802,17121756100.18968201
128,2023-04-04,76.67167622,77.93627109,75.07290611,75.70631350,8573133778.91945457
129,2023-04-05,73.01327963,73.84330387,69.41388642,73.51588178,20064440082.29507065
130,2023-04-06,80.13895980,90.83864757,77.94501196,80.66666009,23571010528.58275223
131,2023-04-07,76.24121278,78.58914823,72.65218740,78.34410013,6114680313.89410019
132,2023-04-08,69.26417598,69.50151058,67.80153441,69.19228272,31261343938.79869843
133,2023-04-09,62.31237049,63.24171345,60.38761962,61.78626159,16531037669.55250549
134,2023-04-10,67.78161643,68.92949084,67.70620642,68.47909651,22410431605.27706528
135,2023-04-11,71.25019569,71.86293323,69.34796933,70.43596068,23539228420.21999741
136,2023-04-12,69.08944414,71.63325289,68.60536144,69.96358736,14572838286.38996124
137,2023-04-13,79.94295080,83.24935533,79.60685715,81.91575102,38932123709.22489929
138,2023-04-14,81.83278017,86.22020541,78.55556313,80.98645670,11847781640.25701714
139,2023-04-15,79.73496685,81.64507594,78.79106000,79.64352236,15585356275.17940712
140,2023-04-16,83.44798679,84.25413732,80.23693768,82.82703248,14031906009.34881401
141,2023-04-17,75.73620075,80.74345867,74.03403114,77.53166791,42856761069.30191803
142,2023-04-18,76.40287914,77.99036353,76.07586406,77.43906962,10911077884.16279221
143,2023-04-19,69.15244591,69.21791520,68.92516296,69.07474711,24060827598.25787735
144,2023-04-20,72.74159777,74.86353537,65.76090327,71.66160342,19480567358.19418716
145,2023-04-21,76.90309075,79.97868693,76.01720062,78.28181088,8384500117.78515720
146,2023-04-22,76.16149731,77.15670891,71.91743756,75.11721905,13167365968.35651588
147,2023-04-23,83.72517379,86.79510620,82.17262302,84.15285780,49571034342.60295105
148,2023-04-24,78.69738733,81.02440145,76.18027857,78.84592510,21859287779.12019730
149,2023-04-25,82.51285520,88.06084585,80.48926014,82.41922564,14443984879.95507050
150,2023-04-26,81.60819403,82.23530284,80.29029770,80.96357669,11939948032.38594055
151,2023-04-27,73.71698071,77.52353791,69.64877148,73.92969467,29615688413.78798294
152,2023-04-28,78.31201199,80.07041624,77.59401802,78.40224099,24715035682.75844955
153,2023-04-29,90.92997144,92.39441007,88.84385123,90.68808566,41276747402.33049774
154,2023-04-30,119.38284916,121.11971577,115.18306647,116.75307635,128755209033.95989990
155,2023-05-01,120.34937326,126.81018553,118.99068324,122.79802992,23486016528.68672180
156,2023-05-02,125.54202390,137.11011654,119.84823949,124.87944423,31960755613.75562668
157,2023-05-03,145.90411263,147.37234089,135.50440266,143.56815546,63637347253.87474823
158,2023-05-04,133.02156147,134.17684163,128.87686247,133.01164437,59552208572.63879395
159,2023-05-05,152.00396374,164.59252649,149.97977615,151.21977765,93181921061.91477966
160,2023-05-06,140.01200422,141.00289881,129.20190068,136.99070376,66480177299.92078400
161,2023-05-07,132.23031145,143.55137758,126.66118701,132.41310573,58688438170.65795898
162,2023-05-08,130.77418563,137.75541341,125.66321856,129.90348339,37227759305.54815674
163,2023-05-09,128.31556430,130.01716151,124.85730163,127.15749767,22056962667.81563568
164,2023-05-10,134.61251582,138.53219961,128.00084277,135.28722001,50242794403.75343323
165,2023-05-11,127.68396996,129.69214244,122.44051695,127.30041754,35876854310.55051422
166,2023-05-12,126.88932998,135.68481443,124.66964768,125.46145790,29398443216.08918381
167,2023-05-13,124.71883304,126.45935478,119.08407976,126.20127638,27974719105.42186737
168,2023-05-14,125.73104754,129.21212033,117.59075486,126.99453394,40749481259.14045715
169,2023-05-15,129.61152237,132.25132534,127.96620504,130.64580880,20422919718.99835205
170,2023-05-16,135.73997425,140.27480359,129.40940096,135.48208226,29116683013.42441559
171,2023-05-17,137.91763378,139.73879963,137.40252014,137.41643184,16677442745.52047348
172,2023-05-18,140.56210853,141.68161862,139.67564680,139.91330287,32851389529.19198990
173,2023-05-19,140.91386118,144.90511856,135.17185584,142.07262383,29947187441.26797485
174,2023-05-20,130.43143502,130.64010146,128.38837678,129.21421360,28548350224.58475494
175,2023-05-21,119.15856090,119.86950240,113.85215563,118.56399139,77701584927.10012817
176,2023-05-22,121.29892586,127.29646276,118.70715359,122.23988059,18070352132.18581009
177,2023-05-23,113.24979172,114.40237199,106.24644440,113.85780304,19038189474.56811142
178,2023-05-24,108.90949563,117.50823345,96.70977235,108.47959935,48762232944.67514038
179,2023-05-25,110.09764253,112.34824210,107.98537278,108.33357582,23322274518.77820206
180,2023-05-26,108.20118246,112.36188465,105.89640268,106.99631081,43548772289.73593140
181,2023-05-27,104.00793085,104.78646714,100.34430158,103.66599396,29551223770.80988312
182,2023-05-28,99.46192780,99.51179023,94.00190445,98.85475787,14309973323.49410629
183,2023-05-29,99.64844319,104.30977421,96.85019582,102.37410760,25876876848.06978226
184,2023-05-30,107.15855821,108.86174622,103.98982023,107.20739049,18908689343.55937958
185,2023-05-31,98.52315971,102.98808296,93.90425050,94.62916841,37229878717.31799316
186,2023-06-01,97.33434993,103.25171544,94.01995834,99.40799232,13284483236.72274208
187,2023-06-02,102.08158349,104.35122278,98.54667924,103.34481121,39913271182.12630463
188,2023-06-03,103.42531878,109.03041421,96.44451881,101.23103463,18970637090.08804703
189,2023-06-04,100.41001930,102.07165408,94.10663627,98.61858769,18309995232.65000534
190,2023-06-05,100.57291428,108.15194571,92.41279013,101.28465066,27004837341.13772202
191,2023-06-06,102.63162154,102.75262478,99.69662903,102.43867947,40460830722.33607483
192,2023-06-07,107.92772370,115.87800030,107.82205683,108.78946665,12154326310.54366684
193,2023-06-08,99.72010902,101.85947492,90.86882424,97.98502948,100200152765.60365295
194,2023-06-09,95.55939649,95.94073324,92.08802296,95.13970561,22885566340.63001633
195,2023-06-10,96.87761379,101.41305912,89.90159128,99.17854797,17891648014.41290665
196,2023-06-11,98.98041236,104.24439196,95.58577044,97.93782246,17705969019.15961075
197,2023-06-12,100.18521856,102.55798814,99.10712742,101.27444487,18547720345.76914597
198,2023-06-13,102.24856828,104.09538979,101.38061750,102.80992475,25246769692.96902084
199,2023-06-14,106.81796985,108.71834677,106.70563653,108.51856702,59817086879.52289581
200,2023-06-15,109.27558313,111.54200852,105.24603516,109.87140615,40372022249.95229340
201,2023-06-16,124.10132428,127.14737328,124.07244360,125.64322000,62659924417.45629883
202,2023-06-17,120.03113438,127.67447034,116.65389150,117.84836665,47765901558.92000580
203,2023-06-18,117.92982637,121.51901489,111.96141924,119.16675067,20308274918.23454666
204,2023-06-19,109.75502743,111.34677677,102.63092084,108.16759519,51331504566.30136108
205,2023-06-20,113.04271511,116.00366091,109.94108962,115.82955190,22128702236.00133896
206,2023-06-21,114.39871546,117.63224086,111.62126968,114.95258316,29353084474.28540802
207,2023-06-22,113.51479947,117.06881846,107.96324738,114.34494404,15403681960.77553368
208,2023-06-23,107.25501972,112.48964406,103.33181517,108.14376079,37735263144.08577728
209,2023-06-24,118.20990715,121.56269123,114.66159312,119.48698331,101150910957.21983337
210,2023-06-25,120.68805867,121.51106698,118.94174272,119.54956680,59959106025.52454376
211,2023-06-26,125.72902172,130.73198616,125.02152754,125.04531805,28539701468.78958130
212,2023-06-27,117.63455439,126.63152276,112.81327152,115.77984975,20232890333.50096512
213,2023-06-28,119.59995894,121.67628244,119.43145362,119.48990652,11042005805.15582848
214,2023-06-29,122.60456272,125.97862701,119.75108268,122.28111902,12509464013.21287155
215,2023-06-30,133.53642202,134.21379359,130.19637974,131.70791471,53723888470.56221771
216,2023-07-01,137.48696167,143.71920779,135.51241781,135.65499877,32449048837.71503067
217,2023-07-02,144.96982225,145.58057310,131.30175037,144.74245367,55598899722.34060669
218,2023-07-03,134.23493386,141.24586238,130.67428710,133.73552075,34309156685.97075653
219,2023-07-04,132.86440677,139.54588944,131.85686763,132.41921220,25009704877.60404968
220,2023-07-05,133.44663492,138.47006724,125.14250296,131.32609819,33247516493.90529633
221,2023-07-06,132.81778651,134.61157347,131.52188527,134.08068607,15221590733.92268372
222,2023-07-07,130.95709026,138.72966221,125.14364050,130.46842974,34943115310.58634949
223,2023-07-08,128.94517669,135.78358686,124.71478975,130.59761525,11106716330.22299767
224,2023-07-09,137.53668853,140.33043784,135.14846064,137.45644559,31408175675.40301132
225,2023-07-10,134.69222546,134.70064832,132.26144583,134.20654405,16829831317.28737831
226,2023-07-11,139.72062672,144.95278299,134.82458714,138.47673156,45955175536.58530426
227,2023-07-12,144.60749303,148.46817563,140.29554478,145.48604522,27032770139.53703308
228,2023-07-13,142.09528330,142.10675139,136.10165017,140.41781717,35971803270.92577362
229,2023-07-14,143.09571571,149.85123298,142.04068362,144.14787276,51030728469.52410889
230,2023-07-15,127.21151095,130.66573175,125.40091393,129.94192909,33091119504.29977036
231,2023-07-16,123.44889649,128.89495479,119.62919419,122.27384479,34148334857.51905060
232,2023-07-17,130.32262494,132.30556646,127.68603194,128.13542167,36170712216.36624908
233,2023-07-18,126.32047785,130.37036709,118.75878937,126.84114489,17695132374.84206772
234,2023-07-19,114.09683500,117.17136181,110.24850509,113.30288887,50939825681.10693359
235,2023-07-20,119.72439150,130.28380050,116.47517008,120.09722977,25869566580.27339172
236,2023-07-21,112.28401126,117.72356615,104.48135366,113.38288699,38036307059.28362274
237,2023-07-22,120.04692947,129.49782257,112.96147379,122.05751289,24026054701.40555954
238,2023-07-23,119.83893342,130.06476457,113.63480365,118.74236365,32324783751.62299347
239,2023-07-24,112.37519335,113.01333368,107.41509013,109.43788249,51477140228.84823608
240,2023-07-25,108.60498677,115.75684679,107.20460046,110.52980931,17240375723.64274216
241,2023-07-26,117.33052931,124.47309873,116.21191252,118.28460076,14832675009.25474358
242,2023-07-27,118.40248324,122.86045360,113.32646543,118.25704095,21322752886.67096710
243,2023-07-28,117.90324500,124.11842985,115.69032168,117.14666907,16055269609.34080315
244,2023-07-29,118.82744405,122.29512257,115.84440312,119.84978404,33479739721.92568970
245,2023-07-30,117.80789521,128.55256073,116.72089839,121.54048905,15850444555.27010155
246,2023-07-31,114.09759714,115.34487364,105.01811120,114.00090957,15157917416.71030235
247,2023-08-01,117.66692745,121.01527088,116.36285453,116.74847998,17775110416.23723221
248,2023-08-02,126.53686144,133.13917583,126.07202421,127.18758984,45875878899.29129791
249,2023-08-03,127.07891966,132.28600457,116.51131276,130.06440514,19239341066.80884171
250,2023-08-04,137.45139620,137.63234823,128.07062723,136.88106254,47795037619.24626923
251,2023-08-05,145.21356289,146.77323481,141.24805585,146.47425167,32446158297.02915573
252,2023-08-06,134.69620506,148.12123710,133.23332950,134.68233488,46749835588.87654114
253,2023-08-07,139.46346223,141.04709389,131.56802199,140.18292798,70662511766.44319153
254,2023-08-08,149.01003308,156.90081795,142.59689849,146.71810615,98455258892.28477478
255,2023-08-09,134.83554797,135.59711864,134.66002463,135.03193658,41575018069.63665771
256,2023-08-10,131.10743985,139.05416041,129.00144498,135.03375682,22137051583.23511124
257,2023-08-11,134.09392224,135.44439023,128.41804646,132.62895306,69344685010.54820251
258,2023-08-12,128.27568494,131.02220021,123.88922015,127.13717137,39270542170.22612762
259,2023-08-13,128.19733455,131.84088220,123.20087495,128.92602513,20860235790.88053894
260,2023-08-14,125.96968583,128.85203704,124.38973071,126.34121991,23279538922.30575180
261,2023-08-15,119.93245886,124.54111646,119.45842497,121.80862938,34644166746.28034973
262,2023-08-16,118.70605153,119.53589558,113.73039511,119.26963800,17016619596.82953644
263,2023-08-17,115.75597486,121.12952679,107.16717157,117.25033800,31703008045.44661331
264,2023-08-18,114.89899606,116.33938193,105.62531625,114.80683095,21084123746.40016174
265,2023-08-19,114.09010060,117.18282206,108.11113766,115.53323495,15213565140.63668823
266,2023-08-20,109.66767049,110.21147064,102.48113155,109.42943206,20134296197.43058395
267,2023-08-21,104.76686170,108.55548038,101.33044876,104.27872653,27246185617.38130951
268,2023-08-22,100.99463178,102.30856377,98.49981929,99.84608140,28423007532.18692398
269,2023-08-23,102.82435137,105.37077580,98.95523865,103.62415023,15793432956.10269165
270,2023-08-24,97.15895853,103.05041965,93.68098536,98.26110721,31986535044.88467789
271,2023-08-25,103.20522984,114.61870759,93.19434485,104.73298747,19659368714.59131241
272,2023-08-26,98.10755014,99.67419877,96.58507182,99.39892109,20714506470.89105606
273,2023-08-27,107.06557972,108.85418355,104.34558875,106.60572850,36296476973.42234039
274,2023-08-28,105.13896811,107.61923980,101.21445607,105.22671759,37971223901.15111542
275,2023-08-29,102.14057247,103.60018712,99.08349009,101.96972787,19029831741.75902176
276,2023-08-30,98.86249865,100.07987274,98.61852165,99.65776908,26447757006.97455215
277,2023-08-31,100.60374593,103.19032860,96.62038717,101.16309391,15273524563.22972679
278,2023-09-01,100.87196644,111.50243154,97.53080419,100.25843111,11159841955.71807861
279,2023-09-02,95.89380881,103.96721402,89.44658646,94.67923394,47675787204.41239166
280,2023-09-03,96.36148080,97.42006966,88.35817360,96.87126695,11453561423.66788292
281,2023-09-04,98.81422871,101.26413763,96.20349864,98.70286713,27319892186.04264450
282,2023-09-05,99.50818983,113.14360620,94.22642383,99.09273984,27383482826.68992996
283,2023-09-06,107.81898764,115.51338135,107.39208120,108.83074130,21364878442.72290039
284,2023-09-07,90.98369954,94.39322432,87.42163803,89.46325203,29412402918.24742889
285,2023-09-08,89.19424696,95.02068049,87.23082837,88.85875084,36915129445.66365051
286,2023-09-09,85.12433023,91.05382807,82.81119414,84.32313825,12982654629.38477135
287,2023-09-10,87.35733692,89.64173042,82.31046360,89.38121536,15389490928.83319473
288,2023-09-11,98.82019272,99.62504873,92.66729606,96.08733853,35127948808.86521149
289,2023-09-12,89.84800807,90.75533321,86.89766439,89.52864052,19991220891.04948807
290,2023-09-13,84.70502178,85.01630723,83.22518156,84.29623092,24635543493.12995148
291,2023-09-14,83.12781488,85.85570405,80.26799821,82.79591076,16579912389.35351753
292,2023-09-15,88.24776791,92.87614749,85.49081426,88.41431854,28943390403.80587769
293,2023-09-16,94.34430495,97.91666111,91.73542841,95.13188812,22581932377.17221069
294,2023-09-17,89.80408745,91.32106591,88.70347055,89.48869265,18445271376.91612625
295,2023-09-18,94.88463055,95.43318144,90.09657338,94.10544183,26136486112.40776825
296,2023-09-19,94.41456115,96.01437347,93.60996309,93.99202355,18664806208.39328766
297,2023-09-20,100.94732934,101.86263249,94.53777364,99.62172626,28560016869.03952026
298,2023-09-21,101.45950269,105.22450920,98.57093266,102.61340184,14792847514.44277573
299,2023-09-22,105.21478193,107.74350629,105.13231418,105.86654444,22285403330.35339355
300,2023-09-23,105.36762980,108.32218862,101.02473174,104.25394980,15083947081.58809471
301,2023-09-24,99.47238979,103.19909422,96.46801559,100.10364624,23774863017.95974731
302,2023-09-25,93.55265321,99.48199706,91.76615286,92.09667440,30656826041.92770004
303,2023-09-26,96.65765675,106.23253803,95.77893346,97.10905855,18956978421.11101151
304,2023-09-27,92.25133164,98.86516394,89.35367794,94.32317866,25123530097.46232224
305,2023-09-28,86.43150754,89.37903133,78.97115391,85.16401147,11610816551.48081398
306,2023-09-29,85.22990243,89.72159481,85.05604340,85.43113519,11759678605.56320000
307,2023-09-30,87.93182685,91.45667692,87.12156190,87.13705700,24470477950.84647751
308,2023-10-01,91.79919384,92.25727467,90.65943199,91.14508752,27017416317.22121811
309,2023-10-02,87.69633760,91.60026288,84.04725157,87.22586850,32047903956.39227676
310,2023-10-03,86.83605818,88.30663395,85.63007452,87.92113285,15384701836.68969154
311,2023-10-04,90.14462477,90.75784075,87.17430581,90.70903984,18478157895.60870743
312,2023-10-05,86.41596981,87.00386264,81.83126520,86.47046717,53566771982.59561920
313,2023-10-06,92.13747169,99.68486278,88.49776428,93.72699215,47991703282.63186646
314,2023-10-07,93.14467192,99.27962147,91.15573920,94.54976879,14809331872.00712013
315,2023-10-08,87.23277022,88.80614894,83.59251394,86.66617384,36317046732.11251831
316,2023-10-09,90.99049257,91.67422995,89.71540560,91.60451204,24647022102.43775940
317,2023-10-10,89.30720391,92.62293581,79.78500491,87.93637074,7760512821.75629807
318,2023-10-11,99.14251122,106.87818710,98.02346097,99.01230381,38088161488.82055664
319,2023-10-12,98.17464115,98.95641676,95.85822775,97.29112367,16538115655.65106201
320,2023-10-13,108.63820133,109.28186868,103.46300051,108.44836337,41090551210.80933380
321,2023-10-14,126.42181555,137.42537562,116.63550676,122.80067750,94004776778.98629761
322,2023-10-15,131.59827647,135.18790423,131.32212539,133.93216867,28289016524.14969254
323,2023-10-16,136.43507474,141.75282935,135.32742530,137.21998170,62730888234.44219971
324,2023-10-17,133.46542695,136.13924000,128.96225890,135.98769993,38870063741.89447784
325,2023-10-18,134.82202459,141.54500215,130.73891809,137.06869358,14648280995.87126350
326,2023-10-19,142.54886796,151.62194960,135.16706671,142.50742594,31993786678.91353989
327,2023-10-20,163.14852263,172.10220742,148.52820691,164.41250201,57449472386.81538391
328,2023-10-21,177.47108938,186.03923718,172.45225083,176.48127464,58878798167.38259888
329,2023-10-22,168.70396040,176.50492206,166.57396954,168.40672202,18181008250.67609406
330,2023-10-23,184.11090261,189.13217693,167.70694592,179.80961782,36684777875.38462067
331,2023-10-24,176.26273565,181.41491444,162.80807225,175.54504497,40136255659.88751221
